filepath,filename,main_category,sub_category,brand
images\ut-zap50k\Boots\Knee High\Gabriella Rocha\7808016.144301.jpg,7808016.144301.jpg,Boots,Knee High,Gabriella Rocha
images\ut-zap50k\Sandals\Flat\Aster Kids\7934483.340912.jpg,7934483.340912.jpg,Sandals,Flat,Aster Kids
images\ut-zap50k\Boots\Mid-Calf\Ariat\7608242.335489.jpg,7608242.335489.jpg,Boots,Mid-Calf,Ariat
images\ut-zap50k\Boots\Mid-Calf\Martino\8071366.5319.jpg,8071366.5319.jpg,Boots,Mid-Calf,Martino
images\ut-zap50k\Shoes\Boat Shoes\Minnetonka\7904916.585.jpg,7904916.585.jpg,Shoes,Boat Shoes,Minnetonka
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Salomon\7901792.391049.jpg,7901792.391049.jpg,Shoes,Sneakers and Athletic Shoes,Salomon
images\ut-zap50k\Shoes\Loafers\Merrell\7986963.18.jpg,7986963.18.jpg,Shoes,Loafers,Merrell
images\ut-zap50k\Shoes\Flats\Frye\8062001.263303.jpg,8062001.263303.jpg,Shoes,Flats,Frye
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Osiris Kids\7862356.43639.jpg,7862356.43639.jpg,Shoes,Sneakers and Athletic Shoes,Osiris Kids
images\ut-zap50k\Boots\Mid-Calf\Primigi Kids\8066499.5291.jpg,8066499.5291.jpg,Boots,Mid-Calf,Primigi Kids
images\ut-zap50k\Boots\Mid-Calf\Magnum\7918150.3.jpg,7918150.3.jpg,Boots,Mid-Calf,Magnum
images\ut-zap50k\Boots\Ankle\Blowfish\7977312.354486.jpg,7977312.354486.jpg,Boots,Ankle,Blowfish
images\ut-zap50k\Boots\Ankle\Dr. Martens\7299333.103.jpg,7299333.103.jpg,Boots,Ankle,Dr. Martens
images\ut-zap50k\Shoes\Flats\Frye\7648411.248196.jpg,7648411.248196.jpg,Shoes,Flats,Frye
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\ASICS\7881678.287038.jpg,7881678.287038.jpg,Shoes,Sneakers and Athletic Shoes,ASICS
images\ut-zap50k\Shoes\Heels\Jessica Simpson\7657083.393544.jpg,7657083.393544.jpg,Shoes,Heels,Jessica Simpson
images\ut-zap50k\Boots\Ankle\Crocs Kids\7992082.26193.jpg,7992082.26193.jpg,Boots,Ankle,Crocs Kids
images\ut-zap50k\Shoes\Oxfords\Keen\7804874.156329.jpg,7804874.156329.jpg,Shoes,Oxfords,Keen
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Brooks\8057305.382301.jpg,8057305.382301.jpg,Shoes,Sneakers and Athletic Shoes,Brooks
images\ut-zap50k\Boots\Ankle\Sorel\7654711.275.jpg,7654711.275.jpg,Boots,Ankle,Sorel
images\ut-zap50k\Shoes\Boat Shoes\Sperry Kids\7992761.361634.jpg,7992761.361634.jpg,Shoes,Boat Shoes,Sperry Kids
images\ut-zap50k\Shoes\Loafers\Geox\8004499.184651.jpg,8004499.184651.jpg,Shoes,Loafers,Geox
images\ut-zap50k\Shoes\Heels\Stuart Weitzman Bridal & Evening Collection\7541590.206388.jpg,7541590.206388.jpg,Shoes,Heels,Stuart Weitzman Bridal & Evening Collection
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\adidas\7885051.323334.jpg,7885051.323334.jpg,Shoes,Sneakers and Athletic Shoes,adidas
images\ut-zap50k\Shoes\Heels\LAUREN Ralph Lauren\8055076.139373.jpg,8055076.139373.jpg,Shoes,Heels,LAUREN Ralph Lauren
images\ut-zap50k\Shoes\Heels\Bella-Vita\8016072.168876.jpg,8016072.168876.jpg,Shoes,Heels,Bella-Vita
images\ut-zap50k\Shoes\Heels\Clarks\7992970.72.jpg,7992970.72.jpg,Shoes,Heels,Clarks
images\ut-zap50k\Shoes\Loafers\Polo Ralph Lauren\7635174.256466.jpg,7635174.256466.jpg,Shoes,Loafers,Polo Ralph Lauren
images\ut-zap50k\Sandals\Flat\Burberry\7980119.322012.jpg,7980119.322012.jpg,Sandals,Flat,Burberry
images\ut-zap50k\Boots\Ankle\Durango\107757.72.jpg,107757.72.jpg,Boots,Ankle,Durango
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Levi's&#174; Shoes\8026056.63681.jpg,8026056.63681.jpg,Shoes,Sneakers and Athletic Shoes,Levi's&#174; Shoes
images\ut-zap50k\Shoes\Oxfords\Dr. Martens\8004291.75876.jpg,8004291.75876.jpg,Shoes,Oxfords,Dr. Martens
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Nike Golf\8078902.391915.jpg,8078902.391915.jpg,Shoes,Sneakers and Athletic Shoes,Nike Golf
images\ut-zap50k\Shoes\Heels\Badgley Mischka\8087678.933.jpg,8087678.933.jpg,Shoes,Heels,Badgley Mischka
images\ut-zap50k\Boots\Ankle\See by Chloe\7969518.352538.jpg,7969518.352538.jpg,Boots,Ankle,See by Chloe
images\ut-zap50k\Shoes\Heels\Fidji\7938632.405722.jpg,7938632.405722.jpg,Shoes,Heels,Fidji
images\ut-zap50k\Shoes\Loafers\Hush Puppies\7190111.216.jpg,7190111.216.jpg,Shoes,Loafers,Hush Puppies
images\ut-zap50k\Boots\Ankle\Nine West\8023300.2529.jpg,8023300.2529.jpg,Boots,Ankle,Nine West
images\ut-zap50k\Shoes\Flats\MICHAEL Michael Kors\8064654.273417.jpg,8064654.273417.jpg,Shoes,Flats,MICHAEL Michael Kors
images\ut-zap50k\Boots\Knee High\Chooka\8049188.6.jpg,8049188.6.jpg,Boots,Knee High,Chooka
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Keen\7280086.326844.jpg,7280086.326844.jpg,Shoes,Sneakers and Athletic Shoes,Keen
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\SKECHERS\8090515.2557.jpg,8090515.2557.jpg,Shoes,Sneakers and Athletic Shoes,SKECHERS
images\ut-zap50k\Shoes\Flats\Vince Camuto\8026542.7494.jpg,8026542.7494.jpg,Shoes,Flats,Vince Camuto
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Vans Kids\7977519.356243.jpg,7977519.356243.jpg,Shoes,Sneakers and Athletic Shoes,Vans Kids
images\ut-zap50k\Shoes\Flats\Juicy Couture Kids\8023974.73273.jpg,8023974.73273.jpg,Shoes,Flats,Juicy Couture Kids
images\ut-zap50k\Boots\Ankle\Romantic Soles\8020673.131951.jpg,8020673.131951.jpg,Boots,Ankle,Romantic Soles
images\ut-zap50k\Sandals\Flat\Anne Klein\8090975.161394.jpg,8090975.161394.jpg,Sandals,Flat,Anne Klein
images\ut-zap50k\Boots\Ankle\UGG Kids\7658085.18914.jpg,7658085.18914.jpg,Boots,Ankle,UGG Kids
images\ut-zap50k\Sandals\Flat\Kenneth Cole Reaction\8035946.23154.jpg,8035946.23154.jpg,Sandals,Flat,Kenneth Cole Reaction
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Converse\8033736.742.jpg,8033736.742.jpg,Shoes,Sneakers and Athletic Shoes,Converse
images\ut-zap50k\Sandals\Flat\Keen\7490240.3069.jpg,7490240.3069.jpg,Sandals,Flat,Keen
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Diadora Kids\7813934.183092.jpg,7813934.183092.jpg,Shoes,Sneakers and Athletic Shoes,Diadora Kids
images\ut-zap50k\Shoes\Heels\Clarks\7993235.72.jpg,7993235.72.jpg,Shoes,Heels,Clarks
images\ut-zap50k\Boots\Ankle\Harley-Davidson\8045721.3.jpg,8045721.3.jpg,Boots,Ankle,Harley-Davidson
images\ut-zap50k\Sandals\Flat\Giuseppe Zanotti\7964910.3.jpg,7964910.3.jpg,Sandals,Flat,Giuseppe Zanotti
images\ut-zap50k\Shoes\Flats\Gabriella Rocha\7979381.300086.jpg,7979381.300086.jpg,Shoes,Flats,Gabriella Rocha
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Nike Kids\7763223.337341.jpg,7763223.337341.jpg,Shoes,Sneakers and Athletic Shoes,Nike Kids
images\ut-zap50k\Sandals\Flat\Merrell\7879758.72.jpg,7879758.72.jpg,Sandals,Flat,Merrell
images\ut-zap50k\Boots\Mid-Calf\adidas Kids\8070133.388226.jpg,8070133.388226.jpg,Boots,Mid-Calf,adidas Kids
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Sanuk\7909812.3.jpg,7909812.3.jpg,Shoes,Sneakers and Athletic Shoes,Sanuk
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Stride Rite\7469538.26683.jpg,7469538.26683.jpg,Shoes,Sneakers and Athletic Shoes,Stride Rite
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Tsukihoshi Kids\7349287.27807.jpg,7349287.27807.jpg,Shoes,Sneakers and Athletic Shoes,Tsukihoshi Kids
images\ut-zap50k\Shoes\Oxfords\To Boot New York\8001317.3079.jpg,8001317.3079.jpg,Shoes,Oxfords,To Boot New York
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\adidas Running\7928098.356098.jpg,7928098.356098.jpg,Shoes,Sneakers and Athletic Shoes,adidas Running
images\ut-zap50k\Shoes\Clogs and Mules\Dansko\7550961.297275.jpg,7550961.297275.jpg,Shoes,Clogs and Mules,Dansko
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Camper\7997649.2295.jpg,7997649.2295.jpg,Shoes,Sneakers and Athletic Shoes,Camper
images\ut-zap50k\Shoes\Heels\rsvp\7626604.158.jpg,7626604.158.jpg,Shoes,Heels,rsvp
images\ut-zap50k\Boots\Ankle\Frye\7821550.301593.jpg,7821550.301593.jpg,Boots,Ankle,Frye
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\TIC TAC TOES\7315035.3.jpg,7315035.3.jpg,Shoes,Sneakers and Athletic Shoes,TIC TAC TOES
images\ut-zap50k\Shoes\Loafers\Lucky Brand\8108476.28598.jpg,8108476.28598.jpg,Shoes,Loafers,Lucky Brand
images\ut-zap50k\Shoes\Clogs and Mules\Naot Footwear\7829957.303929.jpg,7829957.303929.jpg,Shoes,Clogs and Mules,Naot Footwear
images\ut-zap50k\Sandals\Flat\Franco Sarto\8090625.72.jpg,8090625.72.jpg,Sandals,Flat,Franco Sarto
images\ut-zap50k\Shoes\Flats\Drew\7304487.1512.jpg,7304487.1512.jpg,Shoes,Flats,Drew
images\ut-zap50k\Boots\Mid-Calf\UGG\8041830.3.jpg,8041830.3.jpg,Boots,Mid-Calf,UGG
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Nike\7925395.353520.jpg,7925395.353520.jpg,Shoes,Sneakers and Athletic Shoes,Nike
images\ut-zap50k\Boots\Ankle\Blundstone\7472337.3.jpg,7472337.3.jpg,Boots,Ankle,Blundstone
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\adidas Outdoor\7921325.383055.jpg,7921325.383055.jpg,Shoes,Sneakers and Athletic Shoes,adidas Outdoor
images\ut-zap50k\Shoes\Heels\Stuart Weitzman Bridal & Evening Collection\7541590.232100.jpg,7541590.232100.jpg,Shoes,Heels,Stuart Weitzman Bridal & Evening Collection
images\ut-zap50k\Sandals\Flat\Birkenstock\7503952.3645.jpg,7503952.3645.jpg,Sandals,Flat,Birkenstock
images\ut-zap50k\Boots\Mid-Calf\Frye Kids\7599265.325.jpg,7599265.325.jpg,Boots,Mid-Calf,Frye Kids
images\ut-zap50k\Shoes\Firstwalker\Stride Rite\7814070.132271.jpg,7814070.132271.jpg,Shoes,Firstwalker,Stride Rite
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Saucony\7969476.377227.jpg,7969476.377227.jpg,Shoes,Sneakers and Athletic Shoes,Saucony
images\ut-zap50k\Boots\Mid-Calf\EMU Australia\7967680.3.jpg,7967680.3.jpg,Boots,Mid-Calf,EMU Australia
images\ut-zap50k\Shoes\Heels\Nine West\8051062.5492.jpg,8051062.5492.jpg,Shoes,Heels,Nine West
images\ut-zap50k\Shoes\Heels\Naot Footwear\7749810.247274.jpg,7749810.247274.jpg,Shoes,Heels,Naot Footwear
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Ralph Lauren Layette Kids\7901670.365867.jpg,7901670.365867.jpg,Shoes,Sneakers and Athletic Shoes,Ralph Lauren Layette Kids
images\ut-zap50k\Shoes\Loafers\Cole Haan\7322477.3.jpg,7322477.3.jpg,Shoes,Loafers,Cole Haan
images\ut-zap50k\Boots\Ankle\Cole Haan\8000943.364136.jpg,8000943.364136.jpg,Boots,Ankle,Cole Haan
images\ut-zap50k\Shoes\Loafers\Sanuk\7992867.6.jpg,7992867.6.jpg,Shoes,Loafers,Sanuk
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\adidas Originals\7975961.390363.jpg,7975961.390363.jpg,Shoes,Sneakers and Athletic Shoes,adidas Originals
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Call it SPRING\8051924.184651.jpg,8051924.184651.jpg,Shoes,Sneakers and Athletic Shoes,Call it SPRING
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Puma Kids\8082893.404883.jpg,8082893.404883.jpg,Shoes,Sneakers and Athletic Shoes,Puma Kids
images\ut-zap50k\Boots\Mid-Calf\Ariat\7761319.361489.jpg,7761319.361489.jpg,Boots,Mid-Calf,Ariat
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Vivobarefoot\7898542.14.jpg,7898542.14.jpg,Shoes,Sneakers and Athletic Shoes,Vivobarefoot
images\ut-zap50k\Shoes\Oxfords\Bass\7554499.72.jpg,7554499.72.jpg,Shoes,Oxfords,Bass
images\ut-zap50k\Boots\Knee High\Diba\8029187.2743.jpg,8029187.2743.jpg,Boots,Knee High,Diba
images\ut-zap50k\Shoes\Oxfords\Cole Haan\7503946.3.jpg,7503946.3.jpg,Shoes,Oxfords,Cole Haan
images\ut-zap50k\Boots\Ankle\Asolo\7134414.19071.jpg,7134414.19071.jpg,Boots,Ankle,Asolo
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Vans\7382277.273197.jpg,7382277.273197.jpg,Shoes,Sneakers and Athletic Shoes,Vans
images\ut-zap50k\Shoes\Loafers\Giorgio Brutini\8090158.3.jpg,8090158.3.jpg,Shoes,Loafers,Giorgio Brutini
images\ut-zap50k\Boots\Knee High\Frye\7792024.184651.jpg,7792024.184651.jpg,Boots,Knee High,Frye
images\ut-zap50k\Shoes\Flats\Kenneth Cole Reaction Kids\7994577.552.jpg,7994577.552.jpg,Shoes,Flats,Kenneth Cole Reaction Kids
images\ut-zap50k\Sandals\Flat\Jumping Jacks Kids\7902916.104049.jpg,7902916.104049.jpg,Sandals,Flat,Jumping Jacks Kids
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\adidas\7840449.308419.jpg,7840449.308419.jpg,Shoes,Sneakers and Athletic Shoes,adidas
images\ut-zap50k\Boots\Ankle\Born\7984353.72.jpg,7984353.72.jpg,Boots,Ankle,Born
images\ut-zap50k\Slippers\Slipper Flats\Haflinger Kids\7968486.603.jpg,7968486.603.jpg,Slippers,Slipper Flats,Haflinger Kids
images\ut-zap50k\Shoes\Boat Shoes\Sebago\7153671.65259.jpg,7153671.65259.jpg,Shoes,Boat Shoes,Sebago
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Sanuk\7530241.3.jpg,7530241.3.jpg,Shoes,Sneakers and Athletic Shoes,Sanuk
images\ut-zap50k\Boots\Mid-Calf\Kamik\7998407.3.jpg,7998407.3.jpg,Boots,Mid-Calf,Kamik
images\ut-zap50k\Slippers\Slipper Flats\Haflinger\8016641.1505.jpg,8016641.1505.jpg,Slippers,Slipper Flats,Haflinger
images\ut-zap50k\Shoes\Oxfords\BRUNO MAGLI\7296449.6845.jpg,7296449.6845.jpg,Shoes,Oxfords,BRUNO MAGLI
images\ut-zap50k\Shoes\Loafers\Anne Klein\8107634.494.jpg,8107634.494.jpg,Shoes,Loafers,Anne Klein
images\ut-zap50k\Boots\Mid-Calf\Madden Girl\7938197.2084.jpg,7938197.2084.jpg,Boots,Mid-Calf,Madden Girl
images\ut-zap50k\Shoes\Heels\Bouquets\8035447.12664.jpg,8035447.12664.jpg,Shoes,Heels,Bouquets
images\ut-zap50k\Boots\Ankle\Juicy Couture Kids\8026217.3.jpg,8026217.3.jpg,Boots,Ankle,Juicy Couture Kids
images\ut-zap50k\Boots\Ankle\Harley-Davidson\7293026.3.jpg,7293026.3.jpg,Boots,Ankle,Harley-Davidson
images\ut-zap50k\Boots\Knee High\Bella-Vita\8016244.402539.jpg,8016244.402539.jpg,Boots,Knee High,Bella-Vita
images\ut-zap50k\Shoes\Loafers\Merrell\7879762.5667.jpg,7879762.5667.jpg,Shoes,Loafers,Merrell
images\ut-zap50k\Shoes\Flats\Pazitos\7529924.728.jpg,7529924.728.jpg,Shoes,Flats,Pazitos
images\ut-zap50k\Shoes\Heels\Truth or Dare By Madonna\8122753.200.jpg,8122753.200.jpg,Shoes,Heels,Truth or Dare By Madonna
images\ut-zap50k\Shoes\Heels\Nine West\7798031.379567.jpg,7798031.379567.jpg,Shoes,Heels,Nine West
images\ut-zap50k\Shoes\Prewalker\Ralph Lauren Layette Kids\7834110.43018.jpg,7834110.43018.jpg,Shoes,Prewalker,Ralph Lauren Layette Kids
images\ut-zap50k\Shoes\Clogs and Mules\Sanita\8070960.14.jpg,8070960.14.jpg,Shoes,Clogs and Mules,Sanita
images\ut-zap50k\Shoes\Heels\BCBGeneration\8080592.392721.jpg,8080592.392721.jpg,Shoes,Heels,BCBGeneration
images\ut-zap50k\Boots\Ankle\Ariat\7762189.280573.jpg,7762189.280573.jpg,Boots,Ankle,Ariat
images\ut-zap50k\Sandals\Flat\LAUREN Ralph Lauren\7887477.209333.jpg,7887477.209333.jpg,Sandals,Flat,LAUREN Ralph Lauren
images\ut-zap50k\Boots\Mid-Calf\Sorel\7654310.3.jpg,7654310.3.jpg,Boots,Mid-Calf,Sorel
images\ut-zap50k\Shoes\Flats\Drew\7760989.8418.jpg,7760989.8418.jpg,Shoes,Flats,Drew
images\ut-zap50k\Boots\Mid-Calf\Donald J Pliner\8104315.4969.jpg,8104315.4969.jpg,Boots,Mid-Calf,Donald J Pliner
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Merrell\7987169.106052.jpg,7987169.106052.jpg,Shoes,Sneakers and Athletic Shoes,Merrell
images\ut-zap50k\Slippers\Slipper Flats\Giesswein\7687785.253447.jpg,7687785.253447.jpg,Slippers,Slipper Flats,Giesswein
images\ut-zap50k\Sandals\Flat\Jack Rogers\7810758.385.jpg,7810758.385.jpg,Sandals,Flat,Jack Rogers
images\ut-zap50k\Boots\Knee High\Miz Mooz\8032127.189.jpg,8032127.189.jpg,Boots,Knee High,Miz Mooz
images\ut-zap50k\Shoes\Heels\Taryn Rose\8074121.377756.jpg,8074121.377756.jpg,Shoes,Heels,Taryn Rose
images\ut-zap50k\Sandals\Flat\UGG\7963054.35830.jpg,7963054.35830.jpg,Sandals,Flat,UGG
images\ut-zap50k\Boots\Knee High\Diba\8029141.31237.jpg,8029141.31237.jpg,Boots,Knee High,Diba
images\ut-zap50k\Boots\Mid-Calf\Frye\8003654.301571.jpg,8003654.301571.jpg,Boots,Mid-Calf,Frye
images\ut-zap50k\Boots\Mid-Calf\Matisse\7993312.7300.jpg,7993312.7300.jpg,Boots,Mid-Calf,Matisse
images\ut-zap50k\Shoes\Loafers\Rockport\7810751.72.jpg,7810751.72.jpg,Shoes,Loafers,Rockport
images\ut-zap50k\Shoes\Heels\Annie\8014580.43851.jpg,8014580.43851.jpg,Shoes,Heels,Annie
images\ut-zap50k\Boots\Ankle\Carhartt\8045213.3.jpg,8045213.3.jpg,Boots,Ankle,Carhartt
images\ut-zap50k\Sandals\Heel\VOLATILE\7521584.6.jpg,7521584.6.jpg,Sandals,Heel,VOLATILE
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\DC Kids\7651258.12784.jpg,7651258.12784.jpg,Shoes,Sneakers and Athletic Shoes,DC Kids
images\ut-zap50k\Shoes\Heels\KORS Michael Kors\7593542.521.jpg,7593542.521.jpg,Shoes,Heels,KORS Michael Kors
images\ut-zap50k\Shoes\Loafers\Minnetonka\8005398.106.jpg,8005398.106.jpg,Shoes,Loafers,Minnetonka
images\ut-zap50k\Boots\Knee High\Agatha Ruiz De La Prada Kids\8004193.18055.jpg,8004193.18055.jpg,Boots,Knee High,Agatha Ruiz De La Prada Kids
images\ut-zap50k\Shoes\Heels\Gabriella Rocha\8004115.49472.jpg,8004115.49472.jpg,Shoes,Heels,Gabriella Rocha
images\ut-zap50k\Shoes\Loafers\Munro American\8030778.1731.jpg,8030778.1731.jpg,Shoes,Loafers,Munro American
images\ut-zap50k\Shoes\Loafers\Crocs\7986569.183092.jpg,7986569.183092.jpg,Shoes,Loafers,Crocs
images\ut-zap50k\Boots\Knee High\Hunter\7715573.57053.jpg,7715573.57053.jpg,Boots,Knee High,Hunter
images\ut-zap50k\Boots\Ankle\Irish Setter\7874319.6.jpg,7874319.6.jpg,Boots,Ankle,Irish Setter
images\ut-zap50k\Boots\Knee High\Frye\7791990.6.jpg,7791990.6.jpg,Boots,Knee High,Frye
images\ut-zap50k\Shoes\Heels\Annie\8167209.367892.jpg,8167209.367892.jpg,Shoes,Heels,Annie
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\SKECHERS\8140614.559.jpg,8140614.559.jpg,Shoes,Sneakers and Athletic Shoes,SKECHERS
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Propet\104705.130551.jpg,104705.130551.jpg,Shoes,Sneakers and Athletic Shoes,Propet
images\ut-zap50k\Sandals\Flat\Kid Express\7761346.328.jpg,7761346.328.jpg,Sandals,Flat,Kid Express
images\ut-zap50k\Shoes\Oxfords\Mephisto\8015455.368139.jpg,8015455.368139.jpg,Shoes,Oxfords,Mephisto
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Converse Kids\7541641.3.jpg,7541641.3.jpg,Shoes,Sneakers and Athletic Shoes,Converse Kids
images\ut-zap50k\Boots\Mid-Calf\Kamik\7267695.3.jpg,7267695.3.jpg,Boots,Mid-Calf,Kamik
images\ut-zap50k\Shoes\Flats\Gentle Souls\7309607.3.jpg,7309607.3.jpg,Shoes,Flats,Gentle Souls
images\ut-zap50k\Boots\Knee High\Lucchese\8044494.143151.jpg,8044494.143151.jpg,Boots,Knee High,Lucchese
images\ut-zap50k\Boots\Ankle\Blowfish\7975008.354565.jpg,7975008.354565.jpg,Boots,Ankle,Blowfish
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Nike Kids\8071296.385283.jpg,8071296.385283.jpg,Shoes,Sneakers and Athletic Shoes,Nike Kids
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\adidas Originals\7211140.42650.jpg,7211140.42650.jpg,Shoes,Sneakers and Athletic Shoes,adidas Originals
images\ut-zap50k\Boots\Knee High\Garvalin Kids\8008408.3.jpg,8008408.3.jpg,Boots,Knee High,Garvalin Kids
images\ut-zap50k\Shoes\Heels\ALDO\8096750.3.jpg,8096750.3.jpg,Shoes,Heels,ALDO
images\ut-zap50k\Shoes\Loafers\Cole Haan\7822971.2529.jpg,7822971.2529.jpg,Shoes,Loafers,Cole Haan
images\ut-zap50k\Shoes\Flats\Naot Footwear\7563148.393575.jpg,7563148.393575.jpg,Shoes,Flats,Naot Footwear
images\ut-zap50k\Shoes\Flats\Geox\7920823.89.jpg,7920823.89.jpg,Shoes,Flats,Geox
images\ut-zap50k\Shoes\Flats\Bloch\8005828.864.jpg,8005828.864.jpg,Shoes,Flats,Bloch
images\ut-zap50k\Boots\Ankle\Proenza Schouler\8025555.3.jpg,8025555.3.jpg,Boots,Ankle,Proenza Schouler
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\adidas Y-3 by Yohji Yamamoto\8013436.9.jpg,8013436.9.jpg,Shoes,Sneakers and Athletic Shoes,adidas Y-3 by Yohji Yamamoto
images\ut-zap50k\Boots\Mid-Calf\Dan Post Kids\8003887.585.jpg,8003887.585.jpg,Boots,Mid-Calf,Dan Post Kids
images\ut-zap50k\Boots\Ankle\Generic Surplus\8040425.3.jpg,8040425.3.jpg,Boots,Ankle,Generic Surplus
images\ut-zap50k\Boots\Mid-Calf\Ariat\7608246.335494.jpg,7608246.335494.jpg,Boots,Mid-Calf,Ariat
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\SKECHERS KIDS\8053109.144.jpg,8053109.144.jpg,Shoes,Sneakers and Athletic Shoes,SKECHERS KIDS
images\ut-zap50k\Shoes\Heels\Miz Mooz\8031686.574.jpg,8031686.574.jpg,Shoes,Heels,Miz Mooz
images\ut-zap50k\Boots\Ankle\Montrail\7799963.293987.jpg,7799963.293987.jpg,Boots,Ankle,Montrail
images\ut-zap50k\Shoes\Oxfords\Big Buddha\8008166.1748.jpg,8008166.1748.jpg,Shoes,Oxfords,Big Buddha
images\ut-zap50k\Boots\Ankle\Cienta Kids Shoes\8029176.3.jpg,8029176.3.jpg,Boots,Ankle,Cienta Kids Shoes
images\ut-zap50k\Sandals\Flat\O'Neill\8091972.3.jpg,8091972.3.jpg,Sandals,Flat,O'Neill
images\ut-zap50k\Boots\Mid-Calf\Vans Kids\7977458.375105.jpg,7977458.375105.jpg,Boots,Mid-Calf,Vans Kids
images\ut-zap50k\Shoes\Boat Shoes\Sperry Top-Sider\7161124.3.jpg,7161124.3.jpg,Shoes,Boat Shoes,Sperry Top-Sider
images\ut-zap50k\Boots\Knee High\Tundra Kids Boots\7307548.77541.jpg,7307548.77541.jpg,Boots,Knee High,Tundra Kids Boots
images\ut-zap50k\Shoes\Heels\Rocket Dog\8082601.15594.jpg,8082601.15594.jpg,Shoes,Heels,Rocket Dog
images\ut-zap50k\Shoes\Heels\Badgley Mischka\8067318.933.jpg,8067318.933.jpg,Shoes,Heels,Badgley Mischka
images\ut-zap50k\Boots\Knee High\Justin Kids\7893579.327106.jpg,7893579.327106.jpg,Boots,Knee High,Justin Kids
images\ut-zap50k\Sandals\Flat\Teva\7724786.379261.jpg,7724786.379261.jpg,Sandals,Flat,Teva
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Scarpa\7917491.1162.jpg,7917491.1162.jpg,Shoes,Sneakers and Athletic Shoes,Scarpa
images\ut-zap50k\Shoes\Loafers\Venettini Kids\8041617.310623.jpg,8041617.310623.jpg,Shoes,Loafers,Venettini Kids
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Levi's&#174; Kids\7943149.316945.jpg,7943149.316945.jpg,Shoes,Sneakers and Athletic Shoes,Levi's&#174; Kids
images\ut-zap50k\Shoes\Boat Shoes\Cole Haan\7610639.395247.jpg,7610639.395247.jpg,Shoes,Boat Shoes,Cole Haan
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Nike\7971488.369519.jpg,7971488.369519.jpg,Shoes,Sneakers and Athletic Shoes,Nike
images\ut-zap50k\Boots\Ankle\Romantic Soles\8020672.370091.jpg,8020672.370091.jpg,Boots,Ankle,Romantic Soles
images\ut-zap50k\Boots\Ankle\Minnetonka\7426427.691.jpg,7426427.691.jpg,Boots,Ankle,Minnetonka
images\ut-zap50k\Sandals\Flat\Teva Kids\7592301.220143.jpg,7592301.220143.jpg,Sandals,Flat,Teva Kids
images\ut-zap50k\Boots\Ankle\Wolverine\8057343.325.jpg,8057343.325.jpg,Boots,Ankle,Wolverine
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\SKECHERS\7566920.106.jpg,7566920.106.jpg,Shoes,Sneakers and Athletic Shoes,SKECHERS
images\ut-zap50k\Boots\Ankle\Bedstu\8051454.379767.jpg,8051454.379767.jpg,Boots,Ankle,Bedstu
images\ut-zap50k\Shoes\Heels\Kelsi Dagger\8116319.136.jpg,8116319.136.jpg,Shoes,Heels,Kelsi Dagger
